Date,Article Title,Opperative,City/Town,State/Provence,Country,Reference,WB?,Affected,Duration,Infrastructure,Holiday,Fire / Death / Notes,Species,Alt URL
2015-09-12,A blackout resulted from a squirrel chewing power cables,Squirrel,Yeovil,SW,United Kingdom,http://www.bathchronicle.co.uk/Somerset-village-blackout-squirrel-chews-power/story-27788550-detail/story.html,Y,1000,-,,,,,
2015-09-11,A squirrel knocked out electric service,Squirrel,Milborne Port,SW,United Kingdom,http://www.westerngazette.co.uk/Squirrel-jumping-death-caused-Milborne-Port/story-27801383-detail/story.html,Y,1400,-,,,,,
2015-09-11,Ticket E93102403094947,Bird,Richford,VT,United States,http://www.vermontelectric.coop/outage,Y,2,88,,,,,
2015-09-10,Brief power outage in St. Catharines,Bird,St. Catharines,ON,Canada,http://www.stcatharinesstandard.ca/2015/09/10/major-power-outage-in-st-catharines,B,31102,9,,,,,
2015-09-10,A rodent was blamed for a blackout,Rodent,Portsmouth,VA,United States,http://wavy.com/2015/09/10/rodent-may-be-to-blame-for-power-outage-in-portsmouth/,Y,2500,-,,,,,
2015-09-09,Cause: Birds/Substation.,Bird,,SK,Canada,https://twitter.com/SaskPower/status/641644476532822016,Y,-,210,,,,,
2015-09-09,Bird on Power Line Blamed for Latest Outage in Short North,Bird,Columbus,OH,United States,http://myfox28columbus.com/news/local/bird-on-power-line-blamed-for-latest-outage-in-short-north-10-09-2015,Y,2200,180,,,,,
2015-09-09,Squirrel damage causes power outages to more than 800 Hutch residents; power restored,Squirrel,Hutchinson,KS,United States,http://www.hutchnews.com/news/local_state_news/squirrel-damage-causes-power-outages-to-over-hutch-residents-power/article_59d0521d-5cf4-5eba-b208-be8489c5900b.html,Y,821,41,,,,,
2015-09-09,West Kelowna Power Outage Sparked by Osprey Nest,Bird,West Kelowna,BC,Canada,https://www.kelownanow.com/watercooler/news/news/West_Kelowna/15/09/09/West_Kelowna_Power_Outage_Sparked_by_Osprey_Nest/,Y,386,615,,,,Bird Nest (Osprey),
2015-09-05,A pigeon caused blackout,Bird,,,Argentina,http://www.laarena.com.ar/la_ciudad-una_paloma_causo_apagon-121636-115.html,Y,,23,,,,Pigeon,
2015-09-04,All should be back on in NE Rutherford County. A bird caused the outage.,Bird,Rutherford County,TN,United States,https://twitter.com/MidTnElectric/status/639900159544008704,Y,-,-,,,,,
2015-09-03,Why Did the Power Go Out in Central Bismarck?,Bird,Bismark,ND,United States,http://www.kxnet.com/story/29946369/why-did-the-power-go-out-in-central-bismarck,Y,4500,145,school,,,,
2015-09-02,Cascade Locks fire Thursday caused by bird,Bird,Cascade Locks,OR,United States,http://www.hoodrivernews.com/news/2015/sep/02/cascade-locks-fire-thursday-caused-bird/,Y,-,-,,,"2 acre fire, 10 homes evac'd",Dove,
2015-09-01,Power outage damages Utica College electrical system,Squirrel,Utica,NY,United States,http://www.uticaod.com/article/20150901/NEWS/150909978,E,-,180,university,,,,
2015-09-01,Squirrel caused 4000 to lose power in Birmingham ,Squirrel,Birmingham,AL,United States,http://www.al.com/news/birmingham/index.ssf/2015/09/squirrel_caused_4000_to_lose_p.html,Y,4000,60,,,,,
2015-08-31,Squirrel knocks out power,Squirrel,Edmond,OK,United States,http://www.edmondsun.com/news/squirrel-knocks-out-power/article_505b0538-500d-11e5-b3fa-6f78dbe263e2.html,B,3700,52,school,,,,
2015-08-28,Carpet snake causes power outage in Gladstone,Snake,Gladstone,QLD,Australia,http://www.gladstoneobserver.com.au/news/carpet-snake-causes-power-outage-gladstone/2755997/,Y,4500,55,,,,Carpet Snake,
2015-08-28,Power restored after squirrel caused outage on east side,Squirrel,Windsor,ON,Canada,http://www.cbc.ca/news/canada/windsor/power-restored-after-squirrel-caused-outage-on-east-side-1.3207234,Y,158,-,,,,,
2015-08-27,Rats eat cables and cause a power outage,Rat,Sucre Province,,Bolivia,http://correodelsur.com/local/20150827_ratas-se-comen-los-cables-y-provocan-un-corte-de-luz.html,Y,-,240,,,,,
2015-08-27,Animal ensures power outage,Unknown,Dattenhausen,Dillingen,Germany,http://www.augsburger-allgemeine.de/dillingen/Tier-sorgt-fuer-Stromausfall-id35278132.html,Y,,60,,,,,
2015-08-26,Ellensburg Dealing with Rat Related Power Outage,Rat,Ellensburg,WA,United States,http://www.nbcrightnow.com/story/29885081/ellensburg-dealing-with-rat-related-power-outage,Y,-,-,,,,,
2015-08-24,Power restored after outage in West Lafayette,Squirrel,Tippecanoe,IN,United States,http://wlfi.com/2015/08/24/traffic-lights-go-dark-after-power-outage-in-wl/,Y,5700,60,,,,,
2015-08-21,Squirrel believed to have caused Camas grass fire ,Squirrel,Camas,WA,United States,http://www.columbian.com/news/2015/aug/21/squirrel-believed-have-caused-camas-grass-fire/,Y,-,-,,,20x20' grass fire,,
2015-08-21,Bird blamed in fire west of Cedar City ,Bird,Cedar City,UT,United States,http://www.thespectrum.com/story/news/local/cedar-city/2015/08/19/bird-blamed-fire-west-cedar-city/32031745/,E,-,311,,,"50 acre fire, $10k damages",,
2015-08-21,A raven came in contact with power equipment,Bird,Whitehorse,YT,Canada,http://www.cbc.ca/news/canada/north/power-restored-in-whitehorse-after-2nd-outage-in-2-days-1.3199157,Y,-,90,,,,Raven,
2015-08-21,Ill-fated squirrel triggers Eagle Mountain power outage,Squirrel,Eagle Mountain,UT,United States,http://www.sltrib.com/home/2862125-155/more-than-3100-without-power-in,Y,3125,253,,,,,
2015-08-21,Squirrel disrupt power in Verona,Squirrel,Verona,WI,United States,http://m.host.madison.com/news/local/squirrel-disrupts-power-in-verona/article_98699143-3744-5032-b425-18f90c81c5d8.html,Y,2172,90,,,,,
2015-08-19,Stromausfall,Marten,Bremen,,Germany,http://www.suub.uni-bremen.de/ueber-uns/neues-aus-der-suub/stromausfall,Y,-,-,university,,,,
2015-08-19,Bird blamed for power outage ,Bird,Sallisaw,OK,United States,http://www.sequoyahcountytimes.com/news/article_8fc4d012-467d-11e5-9b28-ef9d49da514d.html,Y,-,20,,,,,
2015-08-19,Swedish beaver knocks out power for thousands,Beaver,Södertälje,Stockholm,Sweden,http://www.thelocal.se/20150819/beaver-knocks-out-power-to-thousands-in-sweden,Y,15000,75,,,,,
2015-08-18,Bird ensures power outage: Rail partially paralyzed,Bird,Mannheim,Baden-Württemberg,Germany,http://www.focus.de/regional/baden-wuerttemberg/verkehr-zuege-wegen-stromausfall-im-bahnhof-mannheim-umgeleitet_id_4887228.html,Y,-,-,,,,Raven,
2015-08-16,SHORT LEFT WITHOUT A SANTA ROSA AND LIGHT AFTER 5 HOURS EPEC Reconnected ELECTRIC SYSTEM,Bird,Santa Rosa,Buenos Aires,Argentina,http://www.covisar.com.ar/?q=node/132,Y,4000,300,,,,Pigeon,
2015-08-15,Infrastructure Review (06:43),Rodent,Ziegeleipark Mildenberg,Zehdenick,Germany,https://media.ccc.de/v/camp2015-6983-infrastructure_review#video&t=2,Y,-,-,,,CCC Camp,,
2015-08-15,Hutchinson and Wichita power outages Monday not related ,Squirrel,Hutchinson,KS,United States,http://www.hutchnews.com/news/local_state_news/hutchinson-and-wichita-power-outages-monday-not-related-rather-a/article_39671c3f-5c87-528a-8f00-42d7096015b8.html,Y,4800,35,,,,,
2015-08-15,Encampment work shut down after accident power outage ,Bird,Seattle,WA,United States,http://www.ballardnewstribune.com/2015/08/14/news/encampment-work-shut-down-after-accident-power-ou,Y,1800,329,,,,,
2015-08-15,Ticket 19-3-1A2,Squirrel,Hinesburg,VT,United States,http://www.vermontelectric.coop/outage,Y,7,135,,,,,
2015-08-14,Squirrel causes power outage in Signal Hill ,Squirrel,Signal Hill,CA,United States,http://abc7.com/news/squirrel-causes-power-outage-in-signal-hill/930269/,Y,61,480,school,,,,
2015-08-13,Marder sorgt für Stromausfall in Schleiz und Umgebung,Marten,Schleiz,Thuringia,Germany,http://www.otz.de/startseite/detail/-/specific/Marder-sorgt-fuer-Stromausfall-in-Schleiz-und-Umgebung-1241444920,Y,14000,60,,,,,
2015-08-12,Crow caused power outage and conflagration,Bird,Richen,Groß-Umstadt,Germany,"http://hessenschau.de/panorama/kraehe-verursacht-stromausfall-und-flaechenbrand,kraehe-stromausfall-brand-100.html",Y,-,-,,,grass fire,Crow,
2015-08-12,Power restored in Holt area after lines struck by crane,Bird,Holt,MI,United States,http://www.lansingstatejournal.com/story/news/local/2015/08/12/holt-area-power-outages/31523417/,E,874,145,,,,Crane (Sandhill),
2015-08-11,Buzzard sparks power outage on Northwest Side ,Bird,San Antonio,TX,United States,http://www.mysanantonio.com/news/local/article/Buzzard-sparks-power-outage-on-Northwest-Side-6437712.php,Y,4000,54,,,,Buzzard,
2015-08-10,Frog causes power outage in Osceola County,Frog,Kissimmee,FL,United States,http://www.clickorlando.com/news/frog-causes-power-outage-in-osceola-county,Y,2889,-,,,,,
2015-08-09,power outage in Flensburg: Short by Seagull,Bird,Flensburg,Schleswig-Holstein,Germany,http://www.shz.de/lokales/flensburger-tageblatt/stromausfall-in-flensburg-kurzschluss-durch-moewe-id10414741.html,Y,100000,150,,,,Seagull,
2015-08-09,Neighborhood Power Outage Caused By Squirrel ,Squirrel,North Fargo,SD,United States,http://www.valleynewslive.com/home/headlines/321176771.html,Y,18,60,,,,,
2015-08-07,Power restored around Lutheran Hospital campus ,Bird,Fort Wayne,IN,United States,http://wane.com/2015/08/07/lutheran-hospital-campus-loses-power/,Y,60,150,hospital,,,,
2015-08-06,"Squirrel puts 5,000 without power ",Squirrel,Moosejaw,SK,Canada,"http://www.mjtimes.sk.ca/News/Local/2015-08-06/article-4238233/Squirrel-puts-5,000-without-power/1",B,5000,-,,,,,
2015-08-04,Power outage strikes Woonsocket ,Squirrel,Woonsocket,RI,United States,http://www.woonsocketcall.com/node/13581,B,6500,195,,,,,
2015-08-03,Outage History,unknown,Santa Clara,CA,United States,http://www.siliconvalleypower.com/svp-and-community/outages-and-alerts/outages/outage-history,Y,-,-,,,,,
2015-08-03,A small animal caused a problem at a substation,Unknown,Bloomington,IL,United States,http://www.pantagraph.com/news/power-outage-reported-in-bloomington-area/article_427f3479-e35a-578a-bab8-55d142bae2b2.html,Y,8000,0,,,,,
2015-08-03,Errant squirrel causes Monday morning power outage downtown,Squirrel,Edmonds,WA,United States,http://myedmondsnews.com/2015/08/errant-squirrel-causes-monday-morning-power-outage-downtown/,Y,376,80,,,,,
2015-07-31,West Seattle power-outage update,Bird,West Seattle,WA,United States,http://westseattleblog.com/2015/07/west-seattle-power-outage-121-homesbusinesses/,Y,121,337,,,,,
2015-07-30,Power outage to nearly 12K WRECC customers,Snake,Bowling Green,KY,United States,http://www.bgdailynews.com/news/power-outage-to-nearly-k-wrecc-customers/article_56dd5d88-36b4-11e5-8ce4-d75219d930bc.html,Y,11240,232,,,,Chicken Snake,
2015-07-30,Snake blamed for Golden Valley outage,Snake,Golden Valley,AZ,United States,http://kdminer.com/main.asp?SectionID=1&SubsectionID=1&ArticleID=66802,Y,720,100,,,,Bull Snake,
2015-07-30,Fatal finale to possum's pole dance,Possum,Grisborne,Grisborne,New Zealand,http://gisborneherald.co.nz/localnews/1868295-135/gisborne-switched-on-to-power-saves,Y,35,30,,,,,
2015-07-29,Hungry rat blamed for Sky problems in Tonbridge and Hadlow which caused 48 hours of hell,Rat,Tonbridge,,United Kingdom,http://www.courier.co.uk/Hungry-rat-blamed-Sky-problems-Tonbridge-Hadlow/story-27506757-detail/story.html,Y,-,1800,"phones, internet",,,,
2015-07-29,Moggy's high-risk walk cuts power to thousands,Cat,Tauranga,,New Zealand,http://www.stuff.co.nz/waikato-times/70684413/moggys-highrisk-walk-cuts-power-to-thousands,B,10000,65,,,,,
2015-07-29,"Bird hits transformer, causes grass fire and power outage",Bird,Roseburg,OR,United States,http://www.nrtoday.com/news/17465894-113/bird-hits-transformer-causes-grass-fire-and-power,Y,302,60,,,grass fire,,
2015-07-28,Two pigeons cause power outage,Bird,Grevenbroich,Rhine-Westphalia,Germany,http://www.rp-online.de/nrw/staedte/grevenbroich/zwei-tauben-verursachen-stromausfall-aid-1.5271105,Y,-,7,,,,Pigeon,
2015-07-28,"Snake to blame for more than 2,000 people without power",Snake,Horry County,SC,United States,http://www.wistv.com/story/29656150/snake-to-blame-for-more-than-2000-people-without-power,Y,2005,150,,,,,
2015-07-28,"Merced power outage affects 2,000 customers",Bird,Merced,CA,United States,http://www.mercedsunstar.com/news/local/article28866739.html,Y,2000,-,,,,,
2015-07-28,"Large, empty bird's nest causes power outage in Noank",Bird,Noank,CT,United States,http://www.theday.com/article/20150727/NWS01/150729340,Y,900,300,,,,Bird Nest (Osprey),
2015-07-27,Squirrel temporarily takes out city's surveillance cameras,Squirrel,Newark,DE,United States,http://www.newarkpostonline.com/news/article_a0b8bdfe-6f41-55d7-945f-4a4a561ee4ea.html,Y,-,-,government,,police surveillance camera outage,,
2015-07-26,Squirrel Causes Sunday Morning Power Outage in GI,Squirrel,Grand Island,NE,United States,http://www.nebraska.tv/story/29636017/squirrel-causes-sunday-morning-power-outage-in-gi,Y,2400,30,,,,,
2015-07-23,"Squirrel, broken equipment cause two power outages Thursday morning in Topeka http://t.co/71PFm7tLIp - Topeka KS",Squirrel,Topeka,KS,United States,http://m.cjonline.com/news/2015-07-23/squirrel-broken-equipment-cause-two-power-outages-thursday-morning-topeka#gsc.tab=0,Y,2810,162,,,,,
2015-07-23,North Macomb power outage caused by bird damaging equipment ,Bird,Macomb,MI,United States,http://www.macombdaily.com/general-news/20150723/north-macomb-power-outage-caused-by-bird-damaging-equipment,Y,500,330,,,,,
2015-07-23,"Squirrel, lightning cause outages in South Strand",Squirrel,South Strand,SC,United States,http://www.carolinalive.com/m/news/story?id=1234436,N,,,,,,,
2015-07-21,"As many as 14,000 affected by brief power outage in Scarborough",Unknown,Toronto,ON,Canada,http://toronto.ctvnews.ca/as-many-as-14-000-affected-by-brief-power-outage-in-scarborough-1.2480006,Y,14000,45,,,,,
2015-07-20,"Squirrel in substation cuts power to more than 7,000 in Grand Rapids",Squirrel,Grand Rapids,MI,United States,http://www.mlive.com/news/grand-rapids/index.ssf/2015/07/squirrel_in_substation_cuts_po.html,Y,7771,159,,,,,
2015-07-20,"Bird knocks out power to 7,186 ",Bird,Texarkana,TX,United States,http://www.texarkanagazette.com/news/2015/07/19/bird-knocks-out-power-to-7-186-183769.php,Y,7186,-,,,,,
2015-07-18,Ticket E64300803085407,Bird,Craftsbury,VT,United States,http://www.vermontelectric.coop/outage,Y,80,1,,,,,
2015-07-17,A crow was the cause of a power outage,Bird,Rock Hill,SC,United States,http://www.wbtv.com/story/29572770/crow-cause-of-power-outage-affecting-3000-rock-hill-customers,Y,3000,-,,,,Crow,
2015-07-17,Power restored after curious raccoon caused outage on Madison's west side,Raccoon,Madison,WI,United States,http://www.wkow.com/story/29559833/2015/07/15/curious-raccoon-causes-power-outage-on-madisons-west-side,Y,2300,75,,,,,
2015-07-16,A goose flew into a power line,Bird,Mankato,MN,United States,http://www.mankatofreepress.com/news/local_news/goose-causes-power-outage/article_8ff24ed4-2bc5-11e5-b9b5-ffef579e8b54.html,B,2743,30,,,,Goose,
2015-07-15,A slug enters the electrical cabinet: 40 private homes of current Combres,Slug,Beauzac,Haute-Loire,France,http://www.leprogres.fr/haute-loire/2015/07/16/une-limace-penetre-dans-le-coffret-electrique-40-foyers-prives-de-courant-a-combres,Y,-,1080,,,fire,,
2015-07-15,Unlucky squirrel causes power outage in downtown Belfast,Squirrel,Belfast,ME,United States,http://waldo.villagesoup.com/p/unlucky-squirrel-causes-power-outage-in-downtown-belfast/1376705,Y,975,25,,,,,
2015-07-15,Goose at centre of teens detective work,Bird,Hawkes Bay,,New Zealand,http://m.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11480947,B,800,-,,,,Goose,
2015-07-14,"Power outages caused by vehicle, eagle",Eagle,Ketchikan,AK,United States,http://www.krbd.org/2015/07/13/power-outages-caused-by-vehicle-eagle/,Y,-,152,,,,Eagle,
2015-07-14,Squirrel causes power outage,Squirrel,Lurgan,County Armagh,Ireland,http://www.lurganmail.co.uk/news/local-news/squirrel-causes-power-outage-1-6848971,Y,900,120,,,,,
2015-07-13,"More than 6,600 people without power in Hendersonville",Squirrel,Hendersonville,TN,United States,http://www.tennessean.com/story/news/2015/07/13/more-than-6600-people-without-power--hendersonville/30074145/,E,6600,45,,,,,
2015-07-13,"Squirrel cut power to 1,600 in Fitchburg",Squirrel,Fitchburg,MA,United States,http://www.sentinelandenterprise.com/breakingnews/ci_28476261/unitil-squirrel-cut-power-1-600-fitchburg,Y,1600,45,,,,,
2015-07-12,Outage blacks out 3000 PG&amp;E customers in Napa,Bird,Napa,CA,United States,http://m.napavalleyregister.com/news/local/outage-blacks-out-pg-e-customers-in-napa/article_01200fac-2728-5583-887f-bf3198eb42ae.html,Y,3000,270,,,,,
2015-07-10,"Whitehorse power outage caused by raven, says Yukon Energy",Bird,Whitehorse,YT,Canada,http://www.cbc.ca/m/news/canada/north/whitehorse-power-outage-caused-by-raven-says-yukon-energy-1.3147077,Y,1000,145,,,,Raven,
2015-07-09,Squirrel is main suspect after power outage in Athol area,Squirrel,Athol,MA,United States,http://www.telegram.com/article/20150709/NEWS/150709195,Y,7250,160,,,,,
2015-07-08,Squirrel causes north Bismarck power outage ,Squirrel,North Bismark,MT,United States,http://bismarcktribune.com/news/local/squirrel-causes-north-bismarck-power-outage/article_3e881f74-4b6d-5572-a763-ce66da02d681.html,Y,-,165,,,,,
2015-07-08,UPDATED 12:25 P.M.: Power restored in Findlay,Squirrel,Findlay,OH,United States,http://thecourier.com/breaking-news/2015/07/08/power-outage-reported-in-findlay-some-street-lights-affected/,Y,592,37,,,,,
2015-07-07,"Bird on a wire sparks fire, power outage",Bird,Wood River,IL,United States,https://thetelegraph.com/archive/60221/news-local-article_5484bd6a-7ccb-56a8-8352-b71a2fbd5124-html,Y,-,-,,,fire,,
